,Race/Ethnicity,Sex,Department,Age,Hourly Rate,Regular/Temporary,Employee Status,Race/Ethnicity_index,Sex_index,Department_index,Regular/Temporary_index,Employee Status_index
11696,Asian,M,Seattle City Light,33,41,R,A,1.0,0.0,1.0,0.0,0.0
11697,Asian,F,Human Services Department,16,17,T,A,1.0,1.0,7.0,1.0,0.0
11698,Asian,M,Municipal Court,41,52,R,A,1.0,0.0,12.0,0.0,0.0
11699,Asian,M,Police Department,34,54,R,A,1.0,0.0,2.0,0.0,0.0
11700,Asian,M,Seattle Dept of Transportation,46,67,R,A,1.0,0.0,4.0,0.0,0.0
11701,Asian,M,Seattle Public Library,30,31,R,A,1.0,0.0,6.0,0.0,0.0
11702,Asian,F,Parks & Recreation,18,17,T,A,1.0,1.0,0.0,1.0,0.0
11703,Asian,M,Police Department,33,47,R,A,1.0,0.0,2.0,0.0,0.0
11704,Asian,M,Human Services Department,23,17,T,A,1.0,0.0,7.0,1.0,0.0
11705,Asian,M,Seattle Public Utilities,40,64,R,A,1.0,0.0,3.0,0.0,0.0
11706,Asian,M,Seattle Public Utilities,29,39,R,A,1.0,0.0,3.0,0.0,0.0
11707,Asian,F,Police Department,36,50,R,A,1.0,1.0,2.0,0.0,0.0
11708,Asian,F,Off of Emergency Mngmnt Dept,22,19,T,A,1.0,1.0,30.0,1.0,0.0
11709,Asian,M,Information Technology,55,74,R,A,1.0,0.0,8.0,0.0,0.0
11710,Asian,M,Construction & Inspections,66,55,R,A,1.0,0.0,11.0,0.0,0.0
11711,Asian,M,Fire Department,36,38,R,A,1.0,0.0,5.0,0.0,0.0
11712,Asian,F,Construction & Inspections,54,48,R,A,1.0,1.0,11.0,0.0,0.0
11713,Asian,F,Parks & Recreation,60,57,R,A,1.0,1.0,0.0,0.0,0.0
11714,Asian,F,Seattle Public Library,19,18,R,A,1.0,1.0,6.0,0.0,0.0
11715,Asian,F,Finance & Admin Services,49,39,R,A,1.0,1.0,10.0,0.0,0.0
11716,Asian,F,Seattle Public Utilities,44,55,R,A,1.0,1.0,3.0,0.0,0.0
11717,Asian,M,Seattle Public Utilities,39,67,R,A,1.0,0.0,3.0,0.0,0.0
11718,Asian,F,Information Technology,41,60,R,A,1.0,1.0,8.0,0.0,0.0
11719,Asian,M,Seattle Public Library,26,28,R,A,1.0,0.0,6.0,0.0,0.0
11720,Asian,M,Seattle Dept of Transportation,39,56,R,A,1.0,0.0,4.0,0.0,0.0
11721,Asian,F,Seattle Dept of Transportation,39,72,R,A,1.0,1.0,4.0,0.0,0.0
11722,Asian,M,Law Department,39,33,R,A,1.0,0.0,13.0,0.0,0.0
11723,Asian,M,Information Technology,41,63,R,A,1.0,0.0,8.0,0.0,0.0
11724,Asian,M,Seattle Public Utilities,39,62,R,A,1.0,0.0,3.0,0.0,0.0
11725,Asian,F,Police Department,38,47,R,A,1.0,1.0,2.0,0.0,0.0
11726,Asian,M,Police Department,34,54,R,A,1.0,0.0,2.0,0.0,0.0
11727,Asian,M,Police Department,30,54,R,A,1.0,0.0,2.0,0.0,0.0
11728,Asian,F,Finance & Admin Services,33,41,R,A,1.0,1.0,10.0,0.0,0.0
11729,Asian,F,Seattle Dept of Transportation,59,67,R,A,1.0,1.0,4.0,0.0,0.0
11730,Asian,M,Construction & Inspections,45,85,R,A,1.0,0.0,11.0,0.0,0.0
11731,Asian,M,Parks & Recreation,61,34,R,A,1.0,0.0,0.0,0.0,0.0
11732,Asian,F,Seattle Public Utilities,40,57,R,A,1.0,1.0,3.0,0.0,0.0
11733,Asian,M,Seattle Center,34,31,R,A,1.0,0.0,9.0,0.0,0.0
11734,Asian,M,Seattle Dept of Transportation,50,61,R,A,1.0,0.0,4.0,0.0,0.0
11735,Asian,F,Seattle City Light,27,24,T,A,1.0,1.0,1.0,1.0,0.0
11736,Asian,F,Human Services Department,21,17,T,A,1.0,1.0,7.0,1.0,0.0
11737,Asian,F,Seattle Public Utilities,49,57,R,A,1.0,1.0,3.0,0.0,0.0
11738,Asian,M,Fire Department,37,43,R,A,1.0,0.0,5.0,0.0,0.0
11739,Asian,F,Seattle Public Library,30,24,R,A,1.0,1.0,6.0,0.0,0.0
11740,Asian,F,Seattle Public Utilities,27,40,T,A,1.0,1.0,3.0,1.0,0.0
11741,Asian,M,Police Department,30,35,R,A,1.0,0.0,2.0,0.0,0.0
11742,Asian,F,Office of Economic Development,39,40,T,A,1.0,1.0,20.0,1.0,0.0
11743,Asian,M,Seattle Public Utilities,52,34,R,A,1.0,0.0,3.0,0.0,0.0
11744,Asian,M,Seattle Public Utilities,56,39,R,A,1.0,0.0,3.0,0.0,0.0
11745,Asian,F,Fire Department,45,33,R,A,1.0,1.0,5.0,0.0,0.0
11746,Asian,F,Human Services Department,20,17,T,A,1.0,1.0,7.0,1.0,0.0
11747,Asian,M,Seattle Public Utilities,40,42,R,A,1.0,0.0,3.0,0.0,0.0
11748,Asian,F,Information Technology,38,59,R,A,1.0,1.0,8.0,0.0,0.0
11749,Asian,M,Parks & Recreation,16,19,T,A,1.0,0.0,0.0,1.0,0.0
11750,Asian,F,Legislative Department,38,72,R,A,1.0,1.0,17.0,0.0,0.0
11751,Asian,M,Seattle Public Utilities,41,43,R,A,1.0,0.0,3.0,0.0,0.0
11752,Asian,M,Parks & Recreation,27,18,T,A,1.0,0.0,0.0,1.0,0.0
11753,Asian,M,Information Technology,33,52,R,A,1.0,0.0,8.0,0.0,0.0
11754,Asian,F,Human Services Department,22,17,T,A,1.0,1.0,7.0,1.0,0.0
11755,Asian,F,Seattle Public Library,44,36,R,A,1.0,1.0,6.0,0.0,0.0
11756,Asian,M,Seattle Dept of Transportation,38,31,R,A,1.0,0.0,4.0,0.0,0.0
11757,Asian,M,Fire Department,53,47,R,A,1.0,0.0,5.0,0.0,0.0
11758,Asian,M,Finance & Admin Services,57,48,R,A,1.0,0.0,10.0,0.0,0.0
11759,Asian,M,Information Technology,47,70,R,A,1.0,0.0,8.0,0.0,0.0
11760,Asian,M,Parks & Recreation,50,29,R,A,1.0,0.0,0.0,0.0,0.0
11761,Asian,F,Seattle Public Utilities,25,19,T,A,1.0,1.0,3.0,1.0,0.0
11762,Asian,M,Seattle Dept of Transportation,56,72,R,A,1.0,0.0,4.0,0.0,0.0
11763,Asian,M,Seattle Dept of Transportation,44,67,R,A,1.0,0.0,4.0,0.0,0.0
11764,Asian,F,City Budget Office,64,75,R,A,1.0,1.0,23.0,0.0,0.0
11765,Asian,M,Seattle Public Library,66,28,R,A,1.0,0.0,6.0,0.0,0.0
11766,Asian,F,Information Technology,50,66,R,A,1.0,1.0,8.0,0.0,0.0
11767,Asian,F,Parks & Recreation,24,19,T,A,1.0,1.0,0.0,1.0,0.0
11768,Asian,F,Human Services Department,50,37,R,A,1.0,1.0,7.0,0.0,0.0
11769,Asian,M,Seattle Public Utilities,40,54,R,A,1.0,0.0,3.0,0.0,0.0
11770,Asian,F,Seattle Dept of Human Resource,44,55,R,A,1.0,1.0,16.0,0.0,0.0
11771,Asian,M,Information Technology,32,61,R,A,1.0,0.0,8.0,0.0,0.0
11772,Asian,F,Information Technology,42,41,R,A,1.0,1.0,8.0,0.0,0.0
11773,Asian,M,Information Technology,38,60,R,A,1.0,0.0,8.0,0.0,0.0
11774,Asian,F,Seattle Public Library,60,46,R,A,1.0,1.0,6.0,0.0,0.0
11775,Asian,M,Seattle Dept of Transportation,49,53,R,A,1.0,0.0,4.0,0.0,0.0
11776,Asian,M,Seattle Public Utilities,49,36,R,A,1.0,0.0,3.0,0.0,0.0
11777,Asian,M,Finance & Admin Services,47,39,R,A,1.0,0.0,10.0,0.0,0.0
11778,Asian,F,Seattle City Light,28,55,R,A,1.0,1.0,1.0,0.0,0.0
11779,Asian,F,Finance & Admin Services,44,31,R,A,1.0,1.0,10.0,0.0,0.0
11780,Asian,F,Parks & Recreation,23,19,T,A,1.0,1.0,0.0,1.0,0.0
11781,Asian,M,Information Technology,40,70,R,A,1.0,0.0,8.0,0.0,0.0
11782,Asian,M,Information Technology,66,67,R,A,1.0,0.0,8.0,0.0,0.0
11783,Asian,M,Parks & Recreation,28,20,T,A,1.0,0.0,0.0,1.0,0.0
11784,Asian,M,Seattle Public Library,50,28,R,A,1.0,0.0,6.0,0.0,0.0
11785,Asian,F,Seattle Public Library,30,38,R,A,1.0,1.0,6.0,0.0,0.0
11786,Asian,M,Seattle Public Library,39,43,R,A,1.0,0.0,6.0,0.0,0.0
11787,Asian,F,Information Technology,49,61,R,A,1.0,1.0,8.0,0.0,0.0
11788,Asian,M,Seattle Center,38,25,T,A,1.0,0.0,9.0,1.0,0.0
11789,Asian,M,Finance & Admin Services,45,67,R,A,1.0,0.0,10.0,0.0,0.0
11790,Asian,F,Seattle Dept of Transportation,41,72,R,A,1.0,1.0,4.0,0.0,0.0
11791,Asian,M,Parks & Recreation,44,25,T,A,1.0,0.0,0.0,1.0,0.0
11792,Asian,M,Seattle Public Utilities,54,43,R,A,1.0,0.0,3.0,0.0,0.0
11793,Asian,F,Seattle Dept of Transportation,60,77,R,A,1.0,1.0,4.0,0.0,0.0
11794,Asian,F,Seattle City Light,32,59,R,A,1.0,1.0,1.0,0.0,0.0
11795,Asian,M,Seattle Dept of Transportation,27,47,R,A,1.0,0.0,4.0,0.0,0.0
11796,Asian,M,Parks & Recreation,55,55,R,A,1.0,0.0,0.0,0.0,0.0
11797,Asian,M,Parks & Recreation,22,19,T,A,1.0,0.0,0.0,1.0,0.0
11798,Asian,M,Seattle City Light,38,74,R,A,1.0,0.0,1.0,0.0,0.0
11799,Asian,F,Seattle City Light,74,29,R,A,1.0,1.0,1.0,0.0,0.0
11800,Asian,M,Finance & Admin Services,29,68,R,A,1.0,0.0,10.0,0.0,0.0
11801,Asian,M,Seattle Public Utilities,55,61,R,A,1.0,0.0,3.0,0.0,0.0
11802,Asian,M,Parks & Recreation,53,38,R,A,1.0,0.0,0.0,0.0,0.0
11803,Asian,F,Seattle Public Library,57,26,R,A,1.0,1.0,6.0,0.0,0.0
11804,Asian,M,Seattle Public Library,63,38,R,A,1.0,0.0,6.0,0.0,0.0
11805,Asian,F,Construction & Inspections,44,59,R,A,1.0,1.0,11.0,0.0,0.0
11806,Asian,M,Information Technology,49,65,R,A,1.0,0.0,8.0,0.0,0.0
11807,Asian,M,Parks & Recreation,49,37,R,A,1.0,0.0,0.0,0.0,0.0
11808,Asian,F,Seattle Center,44,36,T,A,1.0,1.0,9.0,1.0,0.0
11809,Asian,M,Seattle City Light,34,74,R,A,1.0,0.0,1.0,0.0,0.0
11810,Asian,M,Office of Housing,61,57,R,A,1.0,0.0,19.0,0.0,0.0
11811,Asian,F,Seattle City Light,52,34,R,A,1.0,1.0,1.0,0.0,0.0
11812,Asian,M,Information Technology,47,57,R,A,1.0,0.0,8.0,0.0,0.0
11813,Asian,F,Seattle Public Library,27,28,R,A,1.0,1.0,6.0,0.0,0.0
11814,Asian,F,Municipal Court,36,33,R,A,1.0,1.0,12.0,0.0,0.0
11815,Asian,M,Seattle Center,66,29,R,A,1.0,0.0,9.0,0.0,0.0
11816,Asian,M,Fire Department,42,41,R,A,1.0,0.0,5.0,0.0,0.0
11817,Asian,M,Information Technology,52,71,R,A,1.0,0.0,8.0,0.0,0.0
11818,Asian,F,Law Department,69,30,R,A,1.0,1.0,13.0,0.0,0.0
11819,Asian,F,Seattle Public Utilities,39,38,R,A,1.0,1.0,3.0,0.0,0.0
11820,Asian,F,Seattle Public Library,71,27,R,A,1.0,1.0,6.0,0.0,0.0
11821,Asian,F,Construction & Inspections,30,30,T,A,1.0,1.0,11.0,1.0,0.0
11822,Asian,M,Seattle Public Utilities,53,43,R,A,1.0,0.0,3.0,0.0,0.0
11823,Asian,M,Information Technology,59,53,R,A,1.0,0.0,8.0,0.0,0.0
11824,Asian,F,Human Services Department,49,51,R,A,1.0,1.0,7.0,0.0,0.0
11825,Asian,F,Human Services Department,18,17,T,A,1.0,1.0,7.0,1.0,0.0
11826,Asian,M,Parks & Recreation,66,30,R,A,1.0,0.0,0.0,0.0,0.0
11827,Asian,M,Seattle Public Library,61,35,R,A,1.0,0.0,6.0,0.0,0.0
11828,Asian,F,Parks & Recreation,61,59,R,A,1.0,1.0,0.0,0.0,0.0
11829,Asian,M,Parks & Recreation,41,40,R,A,1.0,0.0,0.0,0.0,0.0
11830,Asian,F,Finance & Admin Services,23,30,R,A,1.0,1.0,10.0,0.0,0.0
11831,Asian,M,Arts & Culture,58,47,R,A,1.0,0.0,22.0,0.0,0.0
11832,Asian,M,Seattle Public Utilities,48,67,R,A,1.0,0.0,3.0,0.0,0.0
11833,Asian,M,Seattle Public Utilities,51,31,R,A,1.0,0.0,3.0,0.0,0.0
11834,Asian,M,Information Technology,53,77,R,A,1.0,0.0,8.0,0.0,0.0
11835,Asian,F,Human Services Department,16,17,T,A,1.0,1.0,7.0,1.0,0.0
11836,Asian,M,Municipal Court,35,45,R,A,1.0,0.0,12.0,0.0,0.0
11837,Asian,M,Police Department,52,46,R,A,1.0,0.0,2.0,0.0,0.0
11838,Asian,M,Seattle Public Library,41,45,R,A,1.0,0.0,6.0,0.0,0.0
11839,Asian,F,Seattle Public Library,52,30,R,A,1.0,1.0,6.0,0.0,0.0
11840,Asian,M,Seattle Public Utilities,28,51,R,A,1.0,0.0,3.0,0.0,0.0
11841,Asian,M,Parks & Recreation,40,25,T,A,1.0,0.0,0.0,1.0,0.0
11842,Asian,F,Education & Early Learning,61,29,R,A,1.0,1.0,15.0,0.0,0.0
11843,Asian,F,Seattle Public Library,34,28,R,A,1.0,1.0,6.0,0.0,0.0
11844,Asian,M,Seattle Public Utilities,61,67,R,A,1.0,0.0,3.0,0.0,0.0
11845,Asian,F,Human Services Department,17,17,T,A,1.0,1.0,7.0,1.0,0.0
11846,Asian,F,Parks & Recreation,59,67,R,A,1.0,1.0,0.0,0.0,0.0
11847,Asian,M,Seattle Dept of Transportation,48,59,R,A,1.0,0.0,4.0,0.0,0.0
11848,Asian,F,Seattle City Light,50,71,R,A,1.0,1.0,1.0,0.0,0.0
11849,Asian,M,Seattle Public Utilities,41,31,R,A,1.0,0.0,3.0,0.0,0.0
11850,Asian,F,Seattle Center,44,36,T,A,1.0,1.0,9.0,1.0,0.0
11851,Asian,F,Information Technology,28,54,R,A,1.0,1.0,8.0,0.0,0.0
11852,Asian,F,Seattle Public Utilities,29,54,R,A,1.0,1.0,3.0,0.0,0.0
11853,Asian,F,Seattle Public Library,32,28,R,A,1.0,1.0,6.0,0.0,0.0
11854,Asian,M,Information Technology,35,52,R,A,1.0,0.0,8.0,0.0,0.0
11855,Asian,F,Seattle Public Utilities,42,55,R,A,1.0,1.0,3.0,0.0,0.0
11856,Asian,F,Seattle Public Utilities,21,19,T,A,1.0,1.0,3.0,1.0,0.0
11857,Asian,F,Human Services Department,52,39,R,A,1.0,1.0,7.0,0.0,0.0
11858,Asian,F,Finance & Admin Services,41,49,T,A,1.0,1.0,10.0,1.0,0.0
11859,Asian,M,Seattle Dept of Transportation,26,51,R,A,1.0,0.0,4.0,0.0,0.0
11860,Asian,M,Seattle City Light,53,73,R,A,1.0,0.0,1.0,0.0,0.0
11861,Asian,M,Information Technology,64,73,R,A,1.0,0.0,8.0,0.0,0.0
11862,Asian,F,Seattle City Light,51,31,R,A,1.0,1.0,1.0,0.0,0.0
11863,Asian,F,Seattle Public Utilities,55,41,R,A,1.0,1.0,3.0,0.0,0.0
11864,Asian,M,Parks & Recreation,55,26,R,A,1.0,0.0,0.0,0.0,0.0
11865,Asian,F,Municipal Court,35,51,R,A,1.0,1.0,12.0,0.0,0.0
11866,Asian,M,Seattle Public Utilities,36,59,R,A,1.0,0.0,3.0,0.0,0.0
11867,Asian,M,Finance & Admin Services,37,28,T,A,1.0,0.0,10.0,1.0,0.0
11868,Asian,F,Seattle Public Library,67,27,R,A,1.0,1.0,6.0,0.0,0.0
11869,Asian,M,Parks & Recreation,34,25,T,A,1.0,0.0,0.0,1.0,0.0
11870,Asian,F,Seattle Dept of Human Resource,69,31,R,A,1.0,1.0,16.0,0.0,0.0
11871,Asian,M,Seattle Dept of Transportation,39,33,R,A,1.0,0.0,4.0,0.0,0.0
11872,Asian,F,Information Technology,56,46,R,A,1.0,1.0,8.0,0.0,0.0
11873,Asian,M,Parks & Recreation,33,35,R,A,1.0,0.0,0.0,0.0,0.0
11874,Asian,F,Neighborhoods,46,44,R,A,1.0,1.0,18.0,0.0,0.0
11875,Asian,F,Police Department,30,46,R,A,1.0,1.0,2.0,0.0,0.0
11876,Asian,M,Finance & Admin Services,30,34,R,A,1.0,0.0,10.0,0.0,0.0
11877,Asian,M,Seattle Dept of Transportation,21,35,T,A,1.0,0.0,4.0,1.0,0.0
11878,Asian,M,Fire Department,59,76,R,A,1.0,0.0,5.0,0.0,0.0
11879,Asian,M,Seattle Public Utilities,53,18,R,A,1.0,0.0,3.0,0.0,0.0
11880,Asian,M,Finance & Admin Services,51,55,R,A,1.0,0.0,10.0,0.0,0.0
11881,Asian,M,Seattle City Light,36,61,R,A,1.0,0.0,1.0,0.0,0.0
11882,Asian,M,Police Department,44,65,R,A,1.0,0.0,2.0,0.0,0.0
11883,Asian,M,Seattle City Light,41,74,R,A,1.0,0.0,1.0,0.0,0.0
11884,Asian,F,Parks & Recreation,16,19,T,A,1.0,1.0,0.0,1.0,0.0
11885,Asian,F,Human Services Department,18,17,T,A,1.0,1.0,7.0,1.0,0.0
11886,Asian,M,Finance & Admin Services,44,28,R,A,1.0,0.0,10.0,0.0,0.0
11887,Asian,M,Parks & Recreation,19,19,T,A,1.0,0.0,0.0,1.0,0.0
11888,Asian,F,Finance & Admin Services,30,31,R,A,1.0,1.0,10.0,0.0,0.0
11889,Asian,F,Arts & Culture,27,35,R,A,1.0,1.0,22.0,0.0,0.0
11890,Asian,F,Finance & Admin Services,49,31,R,A,1.0,1.0,10.0,0.0,0.0
11891,Asian,F,Education & Early Learning,41,45,R,A,1.0,1.0,15.0,0.0,0.0
11892,Asian,F,Employees' Retirement System,47,64,R,A,1.0,1.0,27.0,0.0,0.0
11893,Asian,M,Construction & Inspections,45,41,R,A,1.0,0.0,11.0,0.0,0.0
11894,Asian,F,Seattle Public Utilities,46,29,R,A,1.0,1.0,3.0,0.0,0.0
11895,Asian,M,Seattle Public Library,46,27,R,A,1.0,0.0,6.0,0.0,0.0
11896,Asian,M,Seattle City Light,34,61,R,A,1.0,0.0,1.0,0.0,0.0
11897,Asian,F,Seattle Public Utilities,53,29,R,A,1.0,1.0,3.0,0.0,0.0
11898,Asian,F,Seattle Dept of Transportation,47,78,R,A,1.0,1.0,4.0,0.0,0.0
11899,Asian,M,Information Technology,46,64,R,A,1.0,0.0,8.0,0.0,0.0
11900,Asian,M,Information Technology,62,64,R,A,1.0,0.0,8.0,0.0,0.0
11901,Asian,F,Construction & Inspections,38,44,R,A,1.0,1.0,11.0,0.0,0.0
11902,Asian,F,Information Technology,58,46,R,A,1.0,1.0,8.0,0.0,0.0
11903,Asian,M,Seattle Public Library,61,28,R,A,1.0,0.0,6.0,0.0,0.0
11904,Asian,F,Seattle Center,42,36,T,A,1.0,1.0,9.0,1.0,0.0
11905,Asian,M,Construction & Inspections,42,60,R,A,1.0,0.0,11.0,0.0,0.0
11906,Asian,F,Human Services Department,44,44,R,A,1.0,1.0,7.0,0.0,0.0
11907,Asian,F,Seattle City Light,57,77,R,A,1.0,1.0,1.0,0.0,0.0
11908,Asian,M,Parks & Recreation,20,23,T,A,1.0,0.0,0.0,1.0,0.0
11909,Asian,M,Fire Department,35,34,R,A,1.0,0.0,5.0,0.0,0.0
11910,Asian,F,Seattle City Light,21,19,T,A,1.0,1.0,1.0,1.0,0.0
11911,Asian,M,Parks & Recreation,38,25,R,A,1.0,0.0,0.0,0.0,0.0
11912,Asian,F,Parks & Recreation,18,19,T,A,1.0,1.0,0.0,1.0,0.0
11913,Asian,F,Seattle Public Library,37,28,R,L,1.0,1.0,6.0,0.0,1.0
11914,Asian,M,Parks & Recreation,69,30,R,A,1.0,0.0,0.0,0.0,0.0
11915,Asian,F,Parks & Recreation,49,19,R,A,1.0,1.0,0.0,0.0,0.0
11916,Asian,M,Seattle Public Utilities,35,43,R,A,1.0,0.0,3.0,0.0,0.0
11917,Asian,M,Construction & Inspections,57,52,R,A,1.0,0.0,11.0,0.0,0.0
11918,Asian,F,Information Technology,50,73,R,A,1.0,1.0,8.0,0.0,0.0
11919,Asian,M,Information Technology,64,73,R,A,1.0,0.0,8.0,0.0,0.0
11920,Asian,F,Seattle Dept of Transportation,27,23,T,A,1.0,1.0,4.0,1.0,0.0
11921,Asian,M,Parks & Recreation,23,18,T,A,1.0,0.0,0.0,1.0,0.0
11922,Asian,F,Police Department,57,31,R,A,1.0,1.0,2.0,0.0,0.0
11923,Asian,F,Human Services Department,50,45,R,A,1.0,1.0,7.0,0.0,0.0
11924,Asian,M,Legislative Department,48,49,R,A,1.0,0.0,17.0,0.0,0.0
11925,Asian,M,Parks & Recreation,41,53,R,A,1.0,0.0,0.0,0.0,0.0
11926,Asian,M,Seattle City Light,66,39,R,A,1.0,0.0,1.0,0.0,0.0
11927,Asian,F,Seattle Public Utilities,32,50,R,A,1.0,1.0,3.0,0.0,0.0
11928,Asian,F,Seattle Public Library,47,28,R,A,1.0,1.0,6.0,0.0,0.0
11929,Asian,M,Seattle Public Utilities,28,49,T,A,1.0,0.0,3.0,1.0,0.0
11930,Asian,M,Seattle Dept of Transportation,53,35,R,A,1.0,0.0,4.0,0.0,0.0
11931,Asian,F,Office of Housing,44,46,R,A,1.0,1.0,19.0,0.0,0.0
11932,Asian,F,Seattle Public Utilities,55,70,R,A,1.0,1.0,3.0,0.0,0.0
11933,Asian,F,Parks & Recreation,29,30,R,A,1.0,1.0,0.0,0.0,0.0
11934,Asian,F,Human Services Department,18,17,T,A,1.0,1.0,7.0,1.0,0.0
11935,Asian,F,Seattle City Light,66,55,R,A,1.0,1.0,1.0,0.0,0.0
11936,Asian,F,Civil Service Commissions,47,5,R,A,1.0,1.0,34.0,0.0,0.0
11937,Asian,F,Neighborhoods,43,46,R,A,1.0,1.0,18.0,0.0,0.0
11938,Asian,F,Seattle Dept of Transportation,25,23,T,A,1.0,1.0,4.0,1.0,0.0
11939,Asian,M,Seattle City Light,54,61,R,A,1.0,0.0,1.0,0.0,0.0
11940,Asian,M,Fire Department,33,46,R,A,1.0,0.0,5.0,0.0,0.0
11941,Asian,M,Seattle Center,59,48,R,A,1.0,0.0,9.0,0.0,0.0
11942,Asian,F,Seattle Public Library,59,26,R,A,1.0,1.0,6.0,0.0,0.0
11943,Asian,M,Seattle City Light,50,73,R,A,1.0,0.0,1.0,0.0,0.0
11944,Asian,M,Seattle Dept of Transportation,52,49,R,A,1.0,0.0,4.0,0.0,0.0
11945,Asian,F,Finance & Admin Services,57,34,R,A,1.0,1.0,10.0,0.0,0.0
11946,Asian,M,Seattle Public Library,39,43,R,A,1.0,0.0,6.0,0.0,0.0
11947,Asian,M,Seattle Dept of Transportation,36,18,R,A,1.0,0.0,4.0,0.0,0.0
11948,Asian,F,Construction & Inspections,54,47,R,A,1.0,1.0,11.0,0.0,0.0
11949,Asian,F,Municipal Court,51,31,R,A,1.0,1.0,12.0,0.0,0.0
11950,Asian,F,Seattle Public Library,41,46,R,A,1.0,1.0,6.0,0.0,0.0
11951,Asian,F,Arts & Culture,40,48,R,A,1.0,1.0,22.0,0.0,0.0
11952,Asian,F,Municipal Court,41,29,T,A,1.0,1.0,12.0,1.0,0.0
11953,Asian,F,Human Services Department,50,42,R,A,1.0,1.0,7.0,0.0,0.0
11954,Asian,F,Seattle Dept of Transportation,19,19,T,A,1.0,1.0,4.0,1.0,0.0
11955,Asian,M,Arts & Culture,32,52,R,A,1.0,0.0,22.0,0.0,0.0
11956,Asian,F,Parks & Recreation,31,40,T,A,1.0,1.0,0.0,1.0,0.0
11957,Asian,F,Office of Economic Development,52,80,R,A,1.0,1.0,20.0,0.0,0.0
11958,Asian,F,Seattle Public Library,18,18,R,A,1.0,1.0,6.0,0.0,0.0
11959,Asian,F,Seattle City Light,50,69,R,A,1.0,1.0,1.0,0.0,0.0
11960,Asian,M,Finance & Admin Services,41,41,R,A,1.0,0.0,10.0,0.0,0.0
11961,Asian,M,Parks & Recreation,24,18,T,A,1.0,0.0,0.0,1.0,0.0
11962,Asian,F,Parks & Recreation,22,19,T,A,1.0,1.0,0.0,1.0,0.0
11963,Asian,F,Police Department,41,56,R,A,1.0,1.0,2.0,0.0,0.0
11964,Asian,F,Seattle Public Library,32,43,R,A,1.0,1.0,6.0,0.0,0.0
11965,Asian,M,Seattle Public Utilities,55,34,R,A,1.0,0.0,3.0,0.0,0.0
11966,Asian,M,Seattle Public Library,27,24,R,A,1.0,0.0,6.0,0.0,0.0
11967,Asian,F,Planning & Comm Development,30,66,R,A,1.0,1.0,21.0,0.0,0.0
11968,Asian,M,Seattle Dept of Transportation,55,32,R,A,1.0,0.0,4.0,0.0,0.0
11969,Asian,M,Municipal Court,73,34,T,A,1.0,0.0,12.0,1.0,0.0
11970,Asian,M,Construction & Inspections,60,52,R,A,1.0,0.0,11.0,0.0,0.0
11971,Asian,F,Commnty Sfty and Comm Ctr Dept,39,36,R,A,1.0,1.0,14.0,0.0,0.0
11972,Asian,F,Seattle City Light,68,38,R,A,1.0,1.0,1.0,0.0,0.0
11973,Asian,M,Construction & Inspections,31,47,R,A,1.0,0.0,11.0,0.0,0.0
11974,Asian,M,Police Department,52,31,R,A,1.0,0.0,2.0,0.0,0.0
11975,Asian,M,Police Department,65,72,R,A,1.0,0.0,2.0,0.0,0.0
11976,Asian,M,Seattle Center,61,27,R,A,1.0,0.0,9.0,0.0,0.0
11977,Asian,M,Seattle Center,62,27,R,A,1.0,0.0,9.0,0.0,0.0
11978,Asian,M,Seattle City Light,44,58,R,A,1.0,0.0,1.0,0.0,0.0
11979,Asian,M,Information Technology,41,61,R,A,1.0,0.0,8.0,0.0,0.0
11980,Asian,F,Parks & Recreation,38,61,R,A,1.0,1.0,0.0,0.0,0.0
11981,Asian,M,Fire Department,48,50,R,A,1.0,0.0,5.0,0.0,0.0
11982,Asian,M,Seattle City Light,41,78,R,A,1.0,0.0,1.0,0.0,0.0
11983,Asian,M,Parks & Recreation,48,30,R,A,1.0,0.0,0.0,0.0,0.0
11984,Asian,F,Seattle Public Library,42,34,R,A,1.0,1.0,6.0,0.0,0.0
11985,Asian,M,Seattle City Light,42,45,R,A,1.0,0.0,1.0,0.0,0.0
11986,Asian,F,Parks & Recreation,51,34,R,A,1.0,1.0,0.0,0.0,0.0
11987,Asian,M,Seattle City Light,68,39,R,A,1.0,0.0,1.0,0.0,0.0
11988,Asian,F,Parks & Recreation,48,65,R,A,1.0,1.0,0.0,0.0,0.0
11989,Asian,M,Seattle City Light,52,54,R,A,1.0,0.0,1.0,0.0,0.0
11990,Asian,F,City Budget Office,31,56,R,A,1.0,1.0,23.0,0.0,0.0
11991,Asian,F,Construction & Inspections,56,31,R,A,1.0,1.0,11.0,0.0,0.0
11992,Asian,F,Office of Labor Standards,40,51,R,A,1.0,1.0,28.0,0.0,0.0
11993,Asian,M,Parks & Recreation,31,18,T,A,1.0,0.0,0.0,1.0,0.0
11994,Asian,F,Human Services Department,37,39,R,A,1.0,1.0,7.0,0.0,0.0
11995,Asian,M,Human Services Department,22,17,T,A,1.0,0.0,7.0,1.0,0.0
11996,Asian,F,Parks & Recreation,19,19,T,A,1.0,1.0,0.0,1.0,0.0
11997,Asian,M,Seattle Public Utilities,53,72,R,A,1.0,0.0,3.0,0.0,0.0
11998,Asian,M,Seattle City Light,65,24,R,A,1.0,0.0,1.0,0.0,0.0
