Race/Ethnicity,Sex,Department,Age,Hourly Rate,Regular/Temporary,Employee Status
Two or More Races,M,Seattle Dept of Transportation,22,30.09,T,A
Two or More Races,F,Seattle Public Utilities,42,40.06,R,A
Two or More Races,F,Information Technology,42,42.57,R,A
Two or More Races,F,Municipal Court,39,33.65,R,A
Two or More Races,F,Police Department,39,31.35,R,A
Two or More Races,M,Police Department,38,54.29,R,A
Two or More Races,M,Construction & Inspections,61,67.49,R,A
Two or More Races,F,Seattle Public Utilities,40,37.84,R,A
Two or More Races,M,Parks & Recreation,16,19.51,T,A
Two or More Races,M,Fire Department,30,46.06,R,A
Two or More Races,F,Fire Department,64,31.35,R,A
Two or More Races,M,Parks & Recreation,33,26.99,R,A
Two or More Races,M,Police Department,52,91.21,R,A
Two or More Races,M,Seattle Public Utilities,24,34.08,T,A
Two or More Races,M,Seattle Public Utilities,29,32.49,R,A
Two or More Races,M,Finance & Admin Services,42,65.565,R,A
Two or More Races,M,Mayor's Office,63,110.75,R,A
Two or More Races,F,Seattle City Light,39,33.14,R,A
Two or More Races,M,Seattle Public Utilities,40,46.2,R,A
Two or More Races,M,Fire Department,31,38.98,R,A
Two or More Races,F,Commnty Sfty and Comm Ctr Dept,51,47.47,R,A
Two or More Races,F,Police Department,37,44.95,R,A
Two or More Races,F,Seattle Dept of Human Resource,52,40.08,R,A
Two or More Races,F,Seattle City Light,60,62.6042,R,A
Two or More Races,F,Office for Civil Rights,45,73.14,R,A
Two or More Races,M,Parks & Recreation,26,18.56,T,A
Two or More Races,F,Construction & Inspections,40,59.55,R,A
Two or More Races,M,Police Department,27,47.69,R,A
Two or More Races,M,Seattle Center,28,25.58,T,A
Two or More Races,M,Seattle City Light,42,40.31,R,A
Two or More Races,M,Fire Department,43,43.98,R,A
Two or More Races,F,Seattle Dept of Human Resource,34,55.65,R,A
Two or More Races,F,Municipal Court,50,29.03,R,A
Two or More Races,M,Police Department,40,44.01,R,A
Two or More Races,M,Police Department,35,54.29,R,A
Two or More Races,F,Human Services Department,29,57.32,R,A
Two or More Races,F,Fire Department,50,48.48,R,A
Two or More Races,F,Seattle Dept of Transportation,64,34.05,R,A
Two or More Races,M,Finance & Admin Services,56,60.99,R,A
Two or More Races,M,Seattle Public Utilities,39,32.48,R,A
Two or More Races,M,Finance & Admin Services,56,43.49,R,A
Two or More Races,F,Commnty Sfty and Comm Ctr Dept,34,39.22,R,A
Two or More Races,F,Seattle Public Library,43,56.14,R,A
Two or More Races,M,Seattle Center,32,29.03,R,A
Two or More Races,M,Police Department,24,42.96,R,A
Two or More Races,F,Police Department,29,34.14,R,A
Two or More Races,M,Seattle Dept of Human Resource,55,73.289,R,A
Two or More Races,F,Fire Department,45,61.39,R,A
Two or More Races,M,Finance & Admin Services,47,34.08,R,A
Two or More Races,F,Seattle Dept of Transportation,43,47.51,R,A
Two or More Races,F,Seattle City Light,40,31.35,R,A
Two or More Races,F,Seattle Dept of Human Resource,44,69.21,R,A
Two or More Races,M,Parks & Recreation,37,41.66,T,A
Two or More Races,M,Parks & Recreation,19,19.64,T,A
Two or More Races,F,Seattle Public Library,34,27.14,R,A
Two or More Races,F,Seattle City Light,22,19.09,T,A
Two or More Races,M,Information Technology,39,71.168,R,A
Two or More Races,M,Seattle Dept of Transportation,34,30.97,T,A
Two or More Races,F,Seattle Public Utilities,60,49.41,R,A
Two or More Races,F,Seattle City Light,22,24.11,T,A
Two or More Races,M,Seattle Public Utilities,29,34.08,R,A
Two or More Races,F,Seattle Public Library,49,44.75,R,A
Two or More Races,M,Fire Department,25,38.98,R,A
Two or More Races,F,Education & Early Learning,75,31.35,R,A
Two or More Races,F,Seattle City Light,65,36.36,R,A
Two or More Races,M,Parks & Recreation,22,19.09,T,A
Two or More Races,F,Seattle Dept of Human Resource,43,46.68,R,A
Two or More Races,F,Seattle Center,66,18.56,T,A
Two or More Races,M,Police Department,35,54.29,R,A
Two or More Races,F,Law Department,41,55.44,R,A
Two or More Races,M,Police Department,24,40.06,R,A
Two or More Races,F,Finance & Admin Services,62,59,T,A
Two or More Races,M,Parks & Recreation,42,30.09,R,A
Two or More Races,F,Human Services Department,42,37.84,R,A
Two or More Races,M,Seattle Dept of Transportation,52,53.41,R,A
Two or More Races,M,Seattle Dept of Transportation,39,49.4,R,A
Two or More Races,F,Education & Early Learning,34,38.57,R,A
Two or More Races,F,Employees' Retirement System,42,90.789,R,A
Two or More Races,F,Police Department,31,47.69,R,A
Two or More Races,F,Seattle Public Library,32,28.5,R,A
Two or More Races,M,Law Department,26,27.46,T,A
Two or More Races,F,Seattle Dept of Transportation,57,34.05,R,A
Two or More Races,M,Parks & Recreation,23,25.58,R,A
Two or More Races,M,Seattle Public Utilities,23,25.58,T,A
Two or More Races,M,Parks & Recreation,39,55.672,R,A
Two or More Races,F,Seattle Public Library,16,17.27,R,A
Two or More Races,M,Seattle Public Utilities,45,40.79,R,A
Two or More Races,M,Seattle Public Utilities,20,24.92,T,A
Two or More Races,M,Finance & Admin Services,41,65.207,R,A
Two or More Races,F,Commnty Sfty and Comm Ctr Dept,31,32.47,R,A
Two or More Races,M,Seattle City Light,40,48.84,R,A
Two or More Races,M,Seattle Dept of Transportation,32,30.09,R,A
Two or More Races,M,Seattle City Light,24,29.73,R,A
Two or More Races,F,Seattle Public Library,18,18.36,R,A
Two or More Races,M,Seattle City Light,41,61.86,R,A
Two or More Races,F,Police Department,27,30.01,R,A
Two or More Races,F,Seattle Public Library,60,28.5,R,A
Two or More Races,F,Education & Early Learning,64,93.34,R,A
Two or More Races,N,Seattle Public Library,24,23.46,R,A
Two or More Races,M,Parks & Recreation,34,38.57,R,A
Two or More Races,M,Seattle Center,37,36.05,T,A
Two or More Races,M,Fire Department,33,43.98,R,A
Two or More Races,M,Human Services Department,31,24.11,T,A
Two or More Races,F,Seattle City Light,46,124.7359,R,A
Two or More Races,F,Seattle City Light,42,61.86,R,A
Two or More Races,M,Seattle Public Utilities,31,28.7,R,A
Two or More Races,F,Employees' Retirement System,60,74.221,R,A
Two or More Races,F,Finance & Admin Services,38,29.45,T,A
Two or More Races,M,Seattle Dept of Transportation,51,39.16,R,A
Two or More Races,M,Police Department,38,56.65,R,A
Two or More Races,F,Seattle Dept of Transportation,25,50.38,T,A
Two or More Races,M,Fire Department,33,41.07,R,A
Two or More Races,M,Police Department,34,53.5,R,A
Two or More Races,M,Police Department,28,48.98,R,A
Two or More Races,F,Police Department,30,55.34,R,A
Two or More Races,F,Office of Economic Development,23,34.47,T,A
Two or More Races,M,Construction & Inspections,64,45.68,R,A
Two or More Races,M,Human Services Department,18,17.27,T,A
Two or More Races,M,Police Department,30,45.96,R,A
Two or More Races,N,Seattle Public Library,27,24.67,R,A
Two or More Races,M,Police Department,27,47.69,R,A
Two or More Races,F,Human Services Department,32,77,R,A
Two or More Races,M,Human Services Department,46,44.72,R,A
Two or More Races,M,Parks & Recreation,44,33.33,R,A
Two or More Races,F,Seattle Dept of Human Resource,35,44.14,R,A
Two or More Races,F,Police Department,28,47.69,R,A
Two or More Races,F,Police Department,51,71.21,R,A
Two or More Races,F,Parks & Recreation,73,31.35,R,A
Two or More Races,M,Parks & Recreation,29,20.75,T,A
Two or More Races,M,Construction & Inspections,44,51.39,R,A
Two or More Races,F,Seattle City Light,21,24.92,T,A
Two or More Races,M,Seattle Center,37,21.96,T,A
Two or More Races,M,Police Department,34,45.96,R,A
Two or More Races,M,Mayor's Office,47,101.533,R,A
Two or More Races,M,Seattle Dept of Transportation,49,34.94,T,A
Two or More Races,M,Seattle City Light,43,31.7,R,A
Two or More Races,M,Seattle City Light,26,55.68,R,A
Two or More Races,M,Seattle Public Utilities,66,72.146,R,A
Two or More Races,F,City Budget Office,34,70,R,A
Two or More Races,F,Immigrant & Refugee Affairs,45,63.508,R,A
Two or More Races,F,Seattle Dept of Human Resource,30,46.68,R,A
Two or More Races,F,Arts & Culture,46,59.931,R,A
Two or More Races,F,Parks & Recreation,33,25.58,R,A
Two or More Races,M,Seattle Dept of Transportation,46,57.87,R,A
Two or More Races,F,Seattle Public Utilities,32,51.32,R,A
Two or More Races,F,Parks & Recreation,31,17.27,T,A
Two or More Races,F,Planning & Comm Development,59,46.68,R,A
Two or More Races,M,Police Department,27,33.44,R,A
Two or More Races,M,Parks & Recreation,34,36.57,R,A
Two or More Races,M,Parks & Recreation,30,31.35,R,A
Two or More Races,M,Seattle City Light,40,71.9374,R,A
Two or More Races,M,Seattle Dept of Transportation,25,45.81,R,A
Two or More Races,M,Police Department,33,50.03,R,A
Two or More Races,F,Police Department,38,54.29,R,A
Two or More Races,M,Seattle City Light,47,34.47,R,A
Two or More Races,M,Seattle Public Library,34,40.26,R,A
Two or More Races,F,Seattle Public Utilities,58,47.66,R,A
Two or More Races,F,Office of Housing,54,86.207,R,A
Two or More Races,M,Seattle Dept of Transportation,30,18.61,R,A
Two or More Races,F,Human Services Department,47,26.99,R,A
Two or More Races,F,Seattle Public Utilities,48,34.47,R,A
Two or More Races,N,Seattle Dept of Transportation,27,48.42,T,A
Two or More Races,F,Office of Housing,43,65.83,R,A
Two or More Races,F,Fire Department,48,57.74,R,A
Two or More Races,F,Seattle Center,46,43.34,R,A
Two or More Races,M,Seattle Dept of Transportation,25,23.4,T,A
Two or More Races,M,Seattle Dept of Transportation,24,37.29,R,A
Two or More Races,F,Parks & Recreation,36,30.09,R,A
Two or More Races,F,Law Department,54,76.299,R,A
Two or More Races,F,Parks & Recreation,17,19.51,T,A
Two or More Races,M,Seattle Dept of Transportation,55,57.87,R,A
Two or More Races,F,Office for Civil Rights,28,47.67,R,A
Two or More Races,F,Seattle Public Library,32,28.5,R,L
Two or More Races,M,Seattle Dept of Transportation,51,44.09,R,A
Two or More Races,M,Finance & Admin Services,39,41.38,R,A
Two or More Races,M,Seattle Center,30,21.26,R,A
Two or More Races,F,Information Technology,54,74.379,R,A
Two or More Races,M,Parks & Recreation,33,30.72,T,A
Two or More Races,M,Seattle City Light,34,58.78,R,A
Two or More Races,M,Construction & Inspections,46,35.74,R,A
Two or More Races,M,Seattle Dept of Transportation,63,57.87,R,A
Two or More Races,M,Seattle Center,75,18.56,T,A
Two or More Races,M,Police Department,33,50.03,R,A
Two or More Races,F,Seattle Public Library,59,56.87,R,A
Two or More Races,F,Seattle Dept of Transportation,59,58.36,R,A
Two or More Races,F,Police Department,56,60.06,R,A
Two or More Races,M,Fire Department,38,36.9,R,A
Two or More Races,M,Finance & Admin Services,65,43.49,R,A
Two or More Races,F,Seattle Dept of Transportation,60,51.32,R,A
Two or More Races,M,Seattle City Light,39,43.93,R,A
Two or More Races,M,Seattle City Light,24,23.4,T,A
Two or More Races,F,Office of Labor Standards,33,39.28,R,A
Two or More Races,M,Seattle Public Utilities,38,37.32,R,A
Two or More Races,F,Information Technology,56,93.343,R,A
Two or More Races,M,Seattle Dept of Transportation,48,55.73,R,A
Two or More Races,F,Office of Labor Standards,39,73.226,R,A
Two or More Races,M,Seattle Public Utilities,40,61.334,R,A
Two or More Races,F,Seattle Public Library,30,27.05,R,A
Two or More Races,F,Human Services Department,33,38.57,R,A
Two or More Races,F,Seattle Dept of Transportation,25,30.09,T,A
Two or More Races,M,Finance & Admin Services,34,29.03,R,A
Two or More Races,M,Police Department,38,58.22,R,A
Two or More Races,M,Construction & Inspections,34,41.66,R,A
Two or More Races,F,Office of Housing,35,44.95,R,A
Two or More Races,M,Human Services Department,17,17.27,T,A
Two or More Races,M,Police Department,38,56.65,R,A
Two or More Races,F,Parks & Recreation,40,31.35,R,A
Two or More Races,M,Seattle Public Utilities,32,37.29,R,A
Two or More Races,F,Seattle Center,49,18.56,T,A
Two or More Races,N,Seattle Public Library,26,23.46,R,A
Two or More Races,M,Sustainability & Environment,31,43.34,R,A
Two or More Races,M,Parks & Recreation,42,30.09,R,A
Two or More Races,M,Human Services Department,22,17.27,T,A
Two or More Races,M,Seattle Center,31,21.96,T,A
Two or More Races,M,Police Department,30,42.96,R,A
Two or More Races,F,Police Department,34,55.6,R,A
Two or More Races,F,Seattle Center,60,25.58,T,A
Two or More Races,M,Fire Department,56,53.36,R,A
Two or More Races,F,Office for Civil Rights,44,69.563,R,A
Two or More Races,M,Seattle Public Utilities,56,48.37,R,A
Two or More Races,F,Human Services Department,20,17.27,T,A
Two or More Races,F,Seattle Dept of Transportation,29,34.05,R,A
Two or More Races,F,Commnty Sfty and Comm Ctr Dept,28,40.67,R,A
Two or More Races,F,Human Services Department,21,17.27,T,A
Two or More Races,M,Police Department,29,45.96,R,A
Two or More Races,F,Information Technology,53,61.097,R,A
Two or More Races,F,Education & Early Learning,36,49.49,T,A
Two or More Races,F,Seattle Dept of Transportation,56,61.001,R,A
Two or More Races,M,Human Services Department,50,46.68,R,A
Two or More Races,M,Seattle City Light,74,66.3421,R,A
Two or More Races,M,Seattle Public Utilities,39,54,R,A
Two or More Races,F,Seattle Public Library,37,38.42,R,L
Two or More Races,M,Parks & Recreation,20,19.51,T,A
Two or More Races,M,Seattle City Light,44,61.86,R,A
Two or More Races,F,Police Department,28,37.1,R,A
Two or More Races,F,Municipal Court,53,31.35,R,A
Two or More Races,F,Parks & Recreation,38,18.56,T,A
Two or More Races,M,Mayor's Office,35,27.46,T,A
Two or More Races,M,Parks & Recreation,18,19.51,T,A
Two or More Races,M,Seattle City Light,45,61.86,R,A
Two or More Races,F,Seattle Public Utilities,41,52,R,A
Two or More Races,M,Police Department,33,52.682,R,A
Two or More Races,M,Parks & Recreation,34,23.65,R,A
Two or More Races,M,Seattle Public Utilities,42,72.75,R,A
Two or More Races,M,Seattle City Light,41,49.49,R,A
Two or More Races,M,Seattle Public Library,36,27.05,R,A
Two or More Races,M,Seattle Center,67,53.13,R,A
Two or More Races,M,Police Department,39,54.29,R,A
Two or More Races,M,Human Services Department,67,31.35,R,A
Two or More Races,F,Seattle Public Library,33,37.99,R,A
Two or More Races,F,Seattle City Light,53,62.4,T,A
Two or More Races,F,Construction & Inspections,32,43.34,R,A
Two or More Races,F,Human Services Department,63,50.43,R,A
Two or More Races,M,Police Department,33,54.29,R,A
Two or More Races,F,Fire Department,39,33.78,R,A
Two or More Races,M,Seattle City Light,21,32.17,R,A
Two or More Races,F,Parks & Recreation,21,19.51,T,A
Two or More Races,F,Office of Economic Development,67,30.72,T,A
Two or More Races,F,Seattle Dept of Transportation,25,47.34,T,A
Two or More Races,M,Fire Department,47,53.15,R,A
Two or More Races,F,Seattle Public Library,41,27.05,R,A
Two or More Races,F,Parks & Recreation,23,17.27,T,A
Two or More Races,M,Finance & Admin Services,58,56.051,R,A
Two or More Races,F,Parks & Recreation,43,18.56,T,A
Two or More Races,M,Fire Department,35,38.98,R,A
Two or More Races,M,Fire Department,45,29.03,R,A
Two or More Races,M,Police Department,36,54.29,R,A
Two or More Races,F,Municipal Court,41,39.16,R,A
Two or More Races,M,Information Technology,48,64.573,R,A
Two or More Races,F,Information Technology,54,63.95,R,A
Two or More Races,F,Human Services Department,16,17.27,T,A
Two or More Races,F,Municipal Court,49,33.78,R,A
Two or More Races,F,Office for Civil Rights,26,43.34,R,A
Two or More Races,F,Seattle City Light,43,41.66,R,A
Two or More Races,F,Seattle Public Library,38,22.29,R,A
Two or More Races,M,Seattle City Light,55,61.19,R,A
Two or More Races,F,Seattle Public Utilities,54,35.07,R,A
Two or More Races,M,Neighborhoods,45,41.66,R,A
Two or More Races,F,Legislative Department,63,65.82,R,A
Two or More Races,M,Human Services Department,36,33.78,R,A
Two or More Races,F,Seattle Dept of Transportation,39,70.63,R,A
Two or More Races,F,Neighborhoods,27,37.84,R,A
Two or More Races,F,Seattle City Light,30,23.4,T,A
Two or More Races,M,Seattle City Light,43,37.86,T,A
Two or More Races,M,Human Services Department,40,39.28,R,A
Two or More Races,M,Parks & Recreation,34,17.27,T,A
Two or More Races,F,Parks & Recreation,19,21.05,T,A
Two or More Races,M,Police Department,57,124.184,R,A
Two or More Races,F,Police Department,32,55.6,R,A
Two or More Races,F,Finance & Admin Services,36,29.45,R,A
Two or More Races,F,Human Services Department,19,17.27,T,A
Two or More Races,F,Parks & Recreation,28,35.28,R,A
Two or More Races,F,Information Technology,20,19.09,T,A
Two or More Races,F,Seattle City Light,51,64.3034,R,A
Two or More Races,F,Seattle Public Utilities,58,89.897,R,A
Two or More Races,M,Fire Department,45,51.07,R,A
Two or More Races,M,Police Department,26,50.03,R,A
Two or More Races,M,Police Department,36,55.07,R,A
Two or More Races,M,Seattle Public Utilities,54,29.29,R,A
Two or More Races,F,Seattle Dept of Transportation,55,46.68,R,A
Two or More Races,F,Seattle Public Utilities,33,32.48,R,A
Two or More Races,F,Seattle Center,51,31.35,R,A
Two or More Races,M,Fire Department,39,43.15,R,A
Two or More Races,M,Seattle Dept of Transportation,51,41.48,R,A
Two or More Races,F,Construction & Inspections,63,55.44,R,A
Two or More Races,M,Finance & Admin Services,33,54.58,T,A
Two or More Races,M,Seattle City Light,43,74.716,R,A
Two or More Races,F,Seattle Public Utilities,33,50.38,R,A
Two or More Races,F,Seattle Public Library,59,28.5,R,A
Two or More Races,F,Seattle Public Utilities,55,53.45,R,A
Two or More Races,F,Information Technology,42,62.8897,R,A
Two or More Races,F,Seattle City Light,57,77.25,R,A
Two or More Races,M,Police Department,44,29.03,R,A
Two or More Races,M,Seattle City Light,41,61.86,R,A
Two or More Races,M,Seattle Center,59,36.05,T,A
Two or More Races,F,Information Technology,63,62.25,R,A
Two or More Races,F,City Budget Office,30,57.459,R,A
Two or More Races,F,Seattle City Light,62,31.35,R,A
Two or More Races,F,Police Department,50,60.58,R,A
Two or More Races,F,Parks & Recreation,52,33.33,R,A
Two or More Races,M,Office for Civil Rights,36,48.428,R,A
Two or More Races,F,Seattle Center,46,39.7,T,A
Two or More Races,M,Fire Department,57,124.44,R,A
Two or More Races,M,Seattle Public Utilities,53,85.746,R,A
Two or More Races,M,Finance & Admin Services,52,61.162,R,A
Two or More Races,F,Parks & Recreation,45,40.08,R,A
Two or More Races,F,Seattle Public Library,19,17.27,R,A
Two or More Races,F,Police Department,23,40.06,R,A
Two or More Races,M,Seattle City Light,28,55.68,R,A
Two or More Races,M,Police Department,30,44.01,R,A
Two or More Races,F,Office for Civil Rights,39,53.04,R,A
Two or More Races,M,Finance & Admin Services,38,65.21,R,A
Two or More Races,F,Arts & Culture,37,48.51,R,A
Two or More Races,M,Finance & Admin Services,39,37.84,R,A
Two or More Races,F,Seattle Public Utilities,25,18.61,R,A
Two or More Races,F,Fire Department,30,26.99,R,A
Two or More Races,F,Human Services Department,38,40.08,R,A
Two or More Races,F,Information Technology,29,51.39,R,A
Two or More Races,M,Seattle Public Utilities,26,38.57,T,A
Two or More Races,M,Police Department,36,55.34,R,A
Two or More Races,F,Information Technology,54,60.888,R,A
Two or More Races,M,Seattle Public Utilities,34,49.75,R,A
Two or More Races,F,Seattle Public Utilities,22,19.09,T,A
Two or More Races,F,Law Department,31,51.93,R,A
Two or More Races,M,Police Department,29,55.34,R,A
Two or More Races,M,Police Department,49,69.71,R,A
Two or More Races,M,Police Department,28,45.96,R,A
Two or More Races,F,Off of Emergency Mngmnt Dept,51,46.249,R,A
Two or More Races,M,Human Services Department,34,31.35,T,A
